-2.25383537447316,0,6.97006844337185,-2.4806441647708,0,7.67148293434923,-0.00826186764070221,0,0.0255501282737806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-2.25383537447316,7.16864043255364,0,-2.4806441647708,7.89003769297524,0,-0.00826186764070221,0.0262780321439354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,-5.14749111040016,0,32.1614718753512,-6.73598284241889,0,42.0863519903121,-0.0183324582672077,0,0.114541011984578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-5.14749111040016,33.0564170668558,0,-6.73598284241889,43.2574730909781,0,-0.0183324582672077,0.117728301680241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4404220485983,0,2.37830373800002,-1.33318690385667,0,2.2012460861596,-0.00455917161812417,0,0.00752772072054851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4404220485983,2.44443797093849,0,-1.33318690385667,2.26245682181584,0,-0.00455917161812417,0.00773704639568164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.72094402044001,0,77.6889630839285,-9.88694822525597,0,88.0761020692653,-0.0273791461155595,0,0.243902204492521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.72094402044001,79.7800461117755,0,-9.88694822525597,90.4467662522458,0,-0.0273791461155595,0.250467097883076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41095660090984,0,1.85642502925,-1.32416939983809,0,1.7422372986109,-0.00385673814329202,0,0.00507439081815387,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41095660090984,1.90756828935144,0,-1.32416939983809,1.79023476358652,0,-0.00385673814329202,0.00521418686990934,0,1,0,0,0,0
-2.26165464799768,0,4.06246307699629,-2.06773567363737,0,3.71413904177491,-0.00480055916812746,0,0.00862293205849076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-2.26165464799768,6.61768604087015,0,-2.06773567363737,6.05027187318535,0,-0.00480055916812746,0.0140466155712209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,-5.18409833999251,0,18.7165650732405,-4.79492936766816,0,17.3115171907952,-0.0110388305658607,0,0.0398543733294049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,-5.18409833999251,30.6462223350467,0,-4.79492936766816,28.3456180506436,0,-0.0110388305658607,0.065256951865764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44172697556989,0,1.78287787109001,-1.63594309534234,0,2.02305068329282,-0.00364914581660665,0,0.00451263064023407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44172697556989,2.92923023270697,0,-1.63594309534234,3.32382902939775,0,-0.00364914581660665,0.00741415568321118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.79998745565178,0,48.2159465668194,-7.63569710495597,0,41.8366918667052,-0.0182360714327506,0,0.0999171249074334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.79998745565178,79.1889909180719,0,-7.63569710495597,68.7118193911926,0,-0.0182360714327506,0.164102062911684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41194993423347,0,1.39938715491219,-1.51548667376973,0,1.50200267962426,-0.00316041997544867,0,0.00313230023993151,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41194993423347,2.29697973401702,0,-1.51548667376973,2.4654147377483,0,-0.00316041997544867,0.00514141504495286,0,0,0,1,0,0
-2.26013585775955,0,5.52720877206508,-1.53422743629646,0,3.75198478229837,-0.00544280288615501,0,0.0133104865150888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-2.26013585775955,5.28936287295387,0,-1.53422743629646,3.59053001719024,0,-0.00544280288615501,0.0127377119441716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,-5.17099270973595,0,27.7030552175694,-4.26626751843339,0,22.8560841738488,-0.013457852932798,0,0.0720990463214693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,-5.17099270973595,26.4806677599454,0,-4.26626751843339,21.8475675894833,0,-0.013457852932798,0.0689177015478386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44186488110699,0,2.14844454082311,-1.08290530888193,0,1.61357838004177,-0.00356892583865505,0,0.00531786253700427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44186488110699,2.04044364715515,0,-1.08290530888193,1.53246485640339,0,-0.00356892583865505,0.00505053708573628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.75169362331633,0,76.7696314072159,-7.22916207061669,0,63.4140237800015,-0.0235729073064032,0,0.206780936696375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.75169362331633,72.6734458830785,0,-7.22916207061669,60.0304513767799,0,-0.0235729073064032,0.195747757768234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41163429653428,0,1.84837600019767,-1.10435215181613,0,1.44602466672502,-0.00337251389182869,0,0.00441592681142257,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41163429653428,1.74106202259825,0,-1.10435215181613,1.36207061263833,0,-0.00337251389182869,0.0041595446300531,0,0,0,0,0,1
